번호,지역,기관명,지구
3654,대구,이인텔리전스(주),테크노폴리스지구
3655,대구,인피니언테크놀로지스코리아 유한회사,테크노폴리스지구
3656,대구,인피닉스,테크노폴리스지구
3657,대구,정광1태양광발전소,테크노폴리스지구
3658,대구,정광2태양광발전소,테크노폴리스지구
3659,대구,제이앤에이치컴퍼니,테크노폴리스지구
3660,대구,주식회사 나드리,테크노폴리스지구
3661,대구,주식회사 라지,테크노폴리스지구
3662,대구,주식회사 렉스코,테크노폴리스지구
3663,대구,주식회사 리필,테크노폴리스지구
3664,대구,주식회사 매직아트,테크노폴리스지구
3665,대구,주식회사 벽진테크,테크노폴리스지구
3666,대구,주식회사 브로즈,테크노폴리스지구
3667,대구,주식회사 브이씨티이,테크노폴리스지구
3668,대구,주식회사 상형,테크노폴리스지구
3669,대구,주식회사 솔메카,테크노폴리스지구
3670,대구,주식회사 아이콘랩,테크노폴리스지구
3671,대구,주식회사 아이프로테인테라퓨틱스,테크노폴리스지구
3672,대구,주식회사 양광테크,테크노폴리스지구
3673,대구,주식회사 엘엠엔틱바이오텍,테크노폴리스지구
3674,대구,주식회사 영인이엔지,테크노폴리스지구
3675,대구,주식회사 윈드큐브,테크노폴리스지구
3676,대구,주식회사 유빈,테크노폴리스지구
3677,대구,주식회사 재원에스더블유,테크노폴리스지구
3678,대구,주식회사 제핏,테크노폴리스지구
3679,대구,주식회사 케이와이,테크노폴리스지구
3680,대구,주식회사 토리스,테크노폴리스지구
3681,대구,주식회사 퓨처드라이브,테크노폴리스지구
3682,대구,주식회사리프트러스트,테크노폴리스지구
3683,대구,주식회사세황테크,테크노폴리스지구
3684,대구,주식회사아세아텍,테크노폴리스지구
3685,대구,주식회사아세아텍,테크노폴리스지구
3686,대구,주식회사유비즈,테크노폴리스지구
3687,대구,진경포장,테크노폴리스지구
3688,대구,진명산업사,테크노폴리스지구
3689,대구,진명산업주식회사,테크노폴리스지구
3690,대구,진흥섬유,테크노폴리스지구
3691,대구,케이에스전기소방,테크노폴리스지구
3692,대구,케이엔티주식회사,테크노폴리스지구
3693,대구,코로나텍스타일(주),테크노폴리스지구
3694,대구,클래푸(Klapoo),테크노폴리스지구
3695,대구,태명헬스케어,테크노폴리스지구
3696,대구,태산하이테크(주),테크노폴리스지구
3697,대구,태양산업,테크노폴리스지구
3698,대구,태영산업,테크노폴리스지구
3699,대구,태창공업 주식회사,테크노폴리스지구
3700,대구,테크노지원,테크노폴리스지구
3701,대구,티아주식회사,테크노폴리스지구
3702,대구,티피신축1 태양광발전소,테크노폴리스지구
3703,대구,티피신축2 태양광발전소,테크노폴리스지구
3704,대구,파인쿡,테크노폴리스지구
3705,대구,퍼시픽엑스코리아주식회사,테크노폴리스지구
3706,대구,피에이치씨발레오써멀시스템스,테크노폴리스지구
3707,대구,피에이치에이(주),테크노폴리스지구
3708,대구,피엑스 그린에너지,테크노폴리스지구
3709,대구,한국건설생활환경시험연구원,테크노폴리스지구
3710,대구,한국건설생활환경시험연구원,테크노폴리스지구
3711,대구,한국디엔씨,테크노폴리스지구
3712,대구,한국로봇산업진흥원,테크노폴리스지구
3713,대구,한국정공,테크노폴리스지구
3714,대구,한국케이엘티주식회사,테크노폴리스지구
3715,대구,한미에이디엠(주),테크노폴리스지구
3716,대구,한울기공 주식회사,테크노폴리스지구
3717,대구,한울기어테크,테크노폴리스지구
3718,대구,한일코퍼레이션,테크노폴리스지구
3719,대구,햇님달님1호태양광발전소,테크노폴리스지구
3720,대구,현대모비스(주),테크노폴리스지구
3721,대구,현대중공업(주),테크노폴리스지구
3722,대구,현대중공업지주 주식회사,테크노폴리스지구
3723,대구,현태양광발전소,테크노폴리스지구
3724,대구,화성화섬,테크노폴리스지구
3725,대구,"황소농기계1,2,6호 태양광발전소",테크노폴리스지구
3726,대구,"황소농기계3,4호 태양광발전소",테크노폴리스지구
3727,대구,황소농기계5호 태양광발전소,테크노폴리스지구
3728,대구,주식회사 에너캠프,성서첨단지구
3729,대구,주식회사 큐아이,성서첨단지구
3730,대구,주식회사 클레어오디언스,성서첨단지구
3731,대구,(주)서지오젠,융합R&D지구1
3732,대구,(주)건설시스템융합기술원,융합R&D지구2
3733,대구,(주)케이엔유데이터사이언스연구소,융합R&D지구2
3734,대구,(주)티아그로즈,융합R&D지구2
3735,대구,경북대학교,융합R&D지구2
3736,대구,주식회사 대림에너지테크,융합R&D지구2
3737,대구,주식회사 본젠플러스,융합R&D지구2
3738,대구,주식회사 아이카스,융합R&D지구2
3739,대구,주식회사 에이티삼일바이오,융합R&D지구2
3740,대구,주식회사 자이엔,융합R&D지구2
3741,대구,주식회사 케이아이오티(KIOT),융합R&D지구2
3742,대구,주식회사 텍스트로닉스,융합R&D지구2
3743,대구,피씨오낙(주),융합R&D지구2
3744,대구,한국토지주택공사 대구경북지역본부,융합R&D지구2
3745,대구,(주)E.O.S,의료R&D지구
3746,대구,(주)oodoo,의료R&D지구
3747,대구,(주)가온제약,의료R&D지구
3748,대구,(주)금룡테크,의료R&D지구
3749,대구,(주)단예,의료R&D지구
3750,대구,(주)대경알에이연구원,의료R&D지구
3751,대구,(주)대경하이테크,의료R&D지구
3752,대구,(주)대류,의료R&D지구
3753,대구,(주)대원지에스아이,의료R&D지구
3754,대구,(주)대일산업,의료R&D지구
3755,대구,(주)덕산코트랜,의료R&D지구
3756,대구,(주)덴티스,의료R&D지구
3757,대구,(주)덴티스,의료R&D지구
3758,대구,(주)마이크로엔엑스,의료R&D지구
3759,대구,(주)메가콤,의료R&D지구
3760,대구,(주)메디텍디앤디,의료R&D지구
3761,대구,(주)명성,의료R&D지구
3762,대구,(주)벡트론,의료R&D지구
3763,대구,(주)브랜디드인더스트리,의료R&D지구
3764,대구,(주)비엠에스테크,의료R&D지구
3765,대구,(주)비젼사이언스,의료R&D지구
3766,대구,(주)비젼사이언스,의료R&D지구
3767,대구,(주)세양,의료R&D지구
3768,대구,(주)소프트플러스,의료R&D지구
3769,대구,(주)스페이스,의료R&D지구
3770,대구,(주)신라시스템,의료R&D지구
3771,대구,(주)씨에스텍,의료R&D지구
3772,대구,(주)씨에이메이커스,의료R&D지구
3773,대구,(주)씨엠테크,의료R&D지구
3774,대구,(주)아이엠티코리아,의료R&D지구
3775,대구,(주)알앤유,의료R&D지구
3776,대구,(주)에비던스임플란트,의료R&D지구
3777,대구,"(주)엠디(구,명문덴탈)",의료R&D지구
3778,대구,(주)예스바이오테크,의료R&D지구
3779,대구,(주)오상테크,의료R&D지구
3780,대구,(주)오션,의료R&D지구
3781,대구,(주)옥천당,의료R&D지구
3782,대구,(주)우성티오티,의료R&D지구
3783,대구,(주)우창엔지니어링,의료R&D지구
3784,대구,(주)유바이오메드,의료R&D지구
3785,대구,(주)이노벡테크놀러지,의료R&D지구
3786,대구,(주)자원메디칼,의료R&D지구
3787,대구,(주)제이디자인웍스,의료R&D지구
3788,대구,(주)제이슨랩,의료R&D지구
3789,대구,(주)제이에스테크윈,의료R&D지구
3790,대구,(주)젠탑스,의료R&D지구
3791,대구,(주)젬텍,의료R&D지구
3792,대구,(주)케이엠에프,의료R&D지구
3793,대구,(주)코아로직,의료R&D지구
3794,대구,(주)타오스,의료R&D지구
3795,대구,(주)태양인덕션히터,의료R&D지구
3796,대구,(주)토탈소프트뱅크,의료R&D지구
3797,대구,(주)튜링겐코리아,의료R&D지구
3798,대구,(주)파인메딕스,의료R&D지구
3799,대구,(주)프라임덴탈,의료R&D지구
3800,대구,(주)하이로시,의료R&D지구
3801,대구,(주)한국센서,의료R&D지구
3802,대구,(주)한솔아이엠비,의료R&D지구
3803,대구,(주)한아IT,의료R&D지구
3804,대구,경수약품주식회사,의료R&D지구
3805,대구,대구그린파워(주),의료R&D지구
3806,대구,덴스타,의료R&D지구
3807,대구,덴스타주식회사,의료R&D지구
3808,대구,디에스모빌리티주식회사,의료R&D지구
3809,대구,디에스코리아(주)대구지점,의료R&D지구
3810,대구,라파바이오(주),의료R&D지구
3811,대구,레이월드,의료R&D지구
3812,대구,마이플란트디자인센터,의료R&D지구
3813,대구,무한컴퍼니,의료R&D지구
3814,대구,부건아이엔씨,의료R&D지구
3815,대구,빈킨즈,의료R&D지구
3816,대구,성모의지,의료R&D지구
3817,대구,아이즈미,의료R&D지구
3818,대구,악서(Axxer),의료R&D지구
3819,대구,야무다 주식회사,의료R&D지구
3820,대구,에인에이(주),의료R&D지구
3821,대구,오션네트웍스 ,의료R&D지구
3822,대구,옥천당대구탕전실,의료R&D지구
3823,대구,올인마켓,의료R&D지구
3824,대구,웬스,의료R&D지구
3825,대구,유타스(주),의료R&D지구
3826,대구,일성 유한책임회사,의료R&D지구
3827,대구,제일테크,의료R&D지구
3828,대구,주식회사 그린페이퍼에코,의료R&D지구
3829,대구,주식회사 비에이코리아,의료R&D지구
3830,대구,주식회사 신우첨단소재,의료R&D지구
3831,대구,주식회사 쓰리에이치,의료R&D지구
3832,대구,주식회사 올소테크,의료R&D지구
3833,대구,주식회사 인더텍,의료R&D지구
3834,대구,주식회사 정우비에스,의료R&D지구
3835,대구,주식회사 지클로,의료R&D지구
3836,대구,주식회사 초이,의료R&D지구
3837,대구,주식회사 프라임테크,의료R&D지구
3838,대구,주식회사 한의,의료R&D지구
3839,대구,주식회사에이케이메디,의료R&D지구
3840,대구,주식회사청정에너지솔루션,의료R&D지구
3841,대구,주식회사휴먼허브,의료R&D지구
3842,대구,초이스우드 주식회사,의료R&D지구
3843,대구,컨소드,의료R&D지구
3844,대구,큐온비트,의료R&D지구
3845,대구,테슬론 주식회사,의료R&D지구
3846,대구,평원산업,의료R&D지구
3847,대구,프라나주식회사,의료R&D지구
3848,대구,한성에스앤아이(주) 대구지점,의료R&D지구
3849,대구,휴메닉,의료R&D지구
3850,대구,(재)경북IT융합산업기술원,지식서비스R&D지구1
3851,대구,(주)대경엔지니어링,지식서비스R&D지구1
3852,대구,(주)동우글로벌,지식서비스R&D지구1
3853,대구,(주)리브온,지식서비스R&D지구1
3854,대구,(주)리클레어,지식서비스R&D지구1
3855,대구,(주)메디풀,지식서비스R&D지구1
3856,대구,(주)바이노텍,지식서비스R&D지구1
3857,대구,(주)블레스드,지식서비스R&D지구1
3858,대구,(주)비쎌,지식서비스R&D지구1
3859,대구,(주)사일리움바이오사이언스 부설연구소,지식서비스R&D지구1
3860,대구,(주)셀드로우,지식서비스R&D지구1
3861,대구,(주)셀띠끄,지식서비스R&D지구1
3862,대구,(주)아이피에스오토,지식서비스R&D지구1
3863,대구,(주)알앤유 경산지점,지식서비스R&D지구1
3864,대구,(주)에이알미디어웍스,지식서비스R&D지구1
3865,대구,(주)에이제이바이오,지식서비스R&D지구1
3866,대구,(주)엠디엑스,지식서비스R&D지구1
3867,대구,(주)와앤테크,지식서비스R&D지구1
3868,대구,(주)인디드바이오,지식서비스R&D지구1
3869,대구,(주)정도유아이티,지식서비스R&D지구1
3870,대구,(주)제노믹,지식서비스R&D지구1
3871,대구,(주)제이랩스,지식서비스R&D지구1
3872,대구,(주)케이앤에스에너지,지식서비스R&D지구1
3873,대구,(주)크림오프,지식서비스R&D지구1
3874,대구,(주)하이센서앤로봇,지식서비스R&D지구1
3875,대구,(주)한라다겸,지식서비스R&D지구1
3876,대구,(주)허니스트,지식서비스R&D지구1
3877,대구,H.S.E. Tech,지식서비스R&D지구1
3878,대구,경산시청,지식서비스R&D지구1
3879,대구,기조가마,지식서비스R&D지구1
3880,대구,나티보코스메틱,지식서비스R&D지구1
3881,대구,농업회사법인 주식회사 상황의 꿈,지식서비스R&D지구1
3882,대구,대구한의대학교,지식서비스R&D지구1
3883,대구,더나은컴퍼니 주식회사,지식서비스R&D지구1
3884,대구,더코스코리아,지식서비스R&D지구1
3885,대구,디피캄,지식서비스R&D지구1
3886,대구,라사,지식서비스R&D지구1
3887,대구,메디앤뷰티,지식서비스R&D지구1
3888,대구,모네정원연구소,지식서비스R&D지구1
3889,대구,모소행 주식회사,지식서비스R&D지구1
3890,대구,모인헬스케어,지식서비스R&D지구1
3891,대구,박가분,지식서비스R&D지구1
3892,대구,비앤씨글로벌,지식서비스R&D지구1
3893,대구,사단법인 경상북도화장품산업협회,지식서비스R&D지구1
3894,대구,알래스카드림,지식서비스R&D지구1
3895,대구,알리에스카비전,지식서비스R&D지구1
3896,대구,에바랩코리아 주식회사,지식서비스R&D지구1
3897,대구,에본(주),지식서비스R&D지구1
3898,대구,오리온바이오,지식서비스R&D지구1
3899,대구,유한회사 대한물산,지식서비스R&D지구1
3900,대구,주식회사 고파,지식서비스R&D지구1
3901,대구,주식회사 더마센트릭바이오,지식서비스R&D지구1
3902,대구,주식회사 더브레드블루,지식서비스R&D지구1
3903,대구,주식회사 디에이치유메디코스,지식서비스R&D지구1
3904,대구,주식회사 리본랩,지식서비스R&D지구1
3905,대구,주식회사 리본랩 경북지사,지식서비스R&D지구1
3906,대구,주식회사 마리,지식서비스R&D지구1
3907,대구,주식회사 바로본,지식서비스R&D지구1
3908,대구,주식회사 바이오바이오,지식서비스R&D지구1
3909,대구,주식회사 사일리움바이오사이언스,지식서비스R&D지구1
3910,대구,주식회사 소울머티리얼,지식서비스R&D지구1
3911,대구,주식회사 아이텍,지식서비스R&D지구1
3912,대구,주식회사 에스메드,지식서비스R&D지구1
3913,대구,주식회사 엔씨바이오사이언스,지식서비스R&D지구1
3914,대구,주식회사 엘케이티,지식서비스R&D지구1
3915,대구,주식회사 엠에프에스티,지식서비스R&D지구1
3916,대구,주식회사 영바이오텍,지식서비스R&D지구1
3917,대구,주식회사 와이제이랩,지식서비스R&D지구1
3918,대구,주식회사 워프솔루션,지식서비스R&D지구1
3919,대구,주식회사 정우아이티,지식서비스R&D지구1
3920,대구,주식회사 카이트코리아,지식서비스R&D지구1
3921,대구,주식회사 케이씨테크놀러지,지식서비스R&D지구1
3922,대구,주식회사 케이에스티,지식서비스R&D지구1
3923,대구,주식회사 타임리랩스,지식서비스R&D지구1
3924,대구,주식회사 포고니아,지식서비스R&D지구1
3925,대구,주식회사 한강네트웍스,지식서비스R&D지구1
3926,대구,주식회사경상북도화장품산업진흥원,지식서비스R&D지구1
3927,대구,주식회사민경,지식서비스R&D지구1
3928,대구,주식회사이스트바이오,지식서비스R&D지구1
3929,대구,주식회사태극사계,지식서비스R&D지구1
3930,대구,주식회사트라이벨랩,지식서비스R&D지구1
3931,대구,쥬니크 주식회사,지식서비스R&D지구1
3932,대구,평생농부,지식서비스R&D지구1
3933,대구,피노더마주식회사,지식서비스R&D지구1
3934,대구,하니코스메틱,지식서비스R&D지구1
3935,대구,(주)대신테크젠,지식서비스R&D지구2
3936,대구,(주)디온알앤디,지식서비스R&D지구2
3937,대구,(주)라온솔라,지식서비스R&D지구2
3938,대구,(주)모파스,지식서비스R&D지구2
3939,대구,(주)스마트름뱅이,지식서비스R&D지구2
3940,대구,(주)에드테크,지식서비스R&D지구2
3941,대구,(주)에스엔케이아이티,지식서비스R&D지구2
3942,대구,(주)에이치디이,지식서비스R&D지구2
3943,대구,(주)월가앤미소,지식서비스R&D지구2
3944,대구,(주)정우,지식서비스R&D지구2
3945,대구,경일대학교,지식서비스R&D지구2
3946,대구,기찬보일러(주),지식서비스R&D지구2
3947,대구,농업회사법인 주식회사 네이처앤리치,지식서비스R&D지구2
3948,대구,농업회사법인(주)레이온,지식서비스R&D지구2
3949,대구,더밥,지식서비스R&D지구2
3950,대구,더옐로우,지식서비스R&D지구2
3951,대구,미디어라움,지식서비스R&D지구2
3952,대구,블루인그린,지식서비스R&D지구2
3953,대구,씨에스,지식서비스R&D지구2
3954,대구,엔투에이치 주식회사,지식서비스R&D지구2
3955,대구,이알텍,지식서비스R&D지구2
3956,대구,일진아이에스 주식회사,지식서비스R&D지구2
3957,대구,주식회사 나고에프앤비,지식서비스R&D지구2
3958,대구,주식회사 머쉬로직,지식서비스R&D지구2
3959,대구,주식회사 메타그라운드,지식서비스R&D지구2
3960,대구,주식회사 몬도미오,지식서비스R&D지구2
3961,대구,주식회사 바른식품연구소,지식서비스R&D지구2
3962,대구,주식회사 비트윈,지식서비스R&D지구2
3963,대구,주식회사 서우기술,지식서비스R&D지구2
3964,대구,주식회사 와이디아이슬,지식서비스R&D지구2
3965,대구,주식회사 케어랩,지식서비스R&D지구2
3966,대구,주식회사 파이로솔루션,지식서비스R&D지구2
3967,대구,주식회사 하가,지식서비스R&D지구2
3968,부산,(주) 신안,국제산업 물류도시 (1단계)
3969,부산,(주)JK알에스티,국제산업 물류도시 (1단계)
3970,부산,(주)가유,국제산업 물류도시 (1단계)
3971,부산,(주)개원강철,국제산업 물류도시 (1단계)
3972,부산,(주)경남엔지니어링,국제산업 물류도시 (1단계)
3973,부산,(주)경복금속,국제산업 물류도시 (1단계)
3974,부산,(주)국제아이앤디,국제산업 물류도시 (1단계)
3975,부산,(주)글로발브릿지,국제산업 물류도시 (1단계)
3976,부산,(주)글로텍,국제산업 물류도시 (1단계)
3977,부산,(주)글로텍,국제산업 물류도시 (1단계)
3978,부산,(주)금성메탈,국제산업 물류도시 (1단계)
3979,부산,(주)금우정공,국제산업 물류도시 (1단계)
3980,부산,(주)기펠,국제산업 물류도시 (1단계)
3981,부산,(주)기하정밀생곡지점,국제산업 물류도시 (1단계)
3982,부산,(주)나무인터내셔널,국제산업 물류도시 (1단계)
3983,부산,(주)남광기업,국제산업 물류도시 (1단계)
3984,부산,(주)노바인터내쇼널,국제산업 물류도시 (1단계)
3985,부산,(주)다원씨엔피,국제산업 물류도시 (1단계)
3986,부산,(주)대광이엔지,국제산업 물류도시 (1단계)
3987,부산,(주)대길통상,국제산업 물류도시 (1단계)
3988,부산,(주)대립,국제산업 물류도시 (1단계)
3989,부산,(주)대봉기연,국제산업 물류도시 (1단계)
3990,부산,(주)대성메탈,국제산업 물류도시 (1단계)
3991,부산,(주)대성산업기계,국제산업 물류도시 (1단계)
3992,부산,(주)대신기연,국제산업 물류도시 (1단계)
3993,부산,(주)대암전기,국제산업 물류도시 (1단계)
3994,부산,(주)대양볼트,국제산업 물류도시 (1단계)
3995,부산,(주)대영밸브,국제산업 물류도시 (1단계)
3996,부산,(주)대한콘트롤,국제산업 물류도시 (1단계)
3997,부산,(주)대흥쿨러,국제산업 물류도시 (1단계)
3998,부산,(주)더원에코파워텍,국제산업 물류도시 (1단계)
3999,부산,(주)더원전기,국제산업 물류도시 (1단계)
4000,부산,(주)더조은,국제산업 물류도시 (1단계)
4001,부산,(주)동아코퍼레이션,국제산업 물류도시 (1단계)
4002,부산,(주)동양이엠텍,국제산업 물류도시 (1단계)
4003,부산,(주)동양화인텍,국제산업 물류도시 (1단계)
4004,부산,(주)동화웰딩,국제산업 물류도시 (1단계)
4005,부산,(주)동화정밀공업,국제산업 물류도시 (1단계)
4006,부산,(주)동화정밀공업 미음지점,국제산업 물류도시 (1단계)
4007,부산,(주)두성공업사,국제산업 물류도시 (1단계)
4008,부산,(주)디앤비,국제산업 물류도시 (1단계)
4009,부산,(주)디에이치폴리,국제산업 물류도시 (1단계)
4010,부산,(주)디케이금속,국제산업 물류도시 (1단계)
4011,부산,(주)딘텍,국제산업 물류도시 (1단계)
4012,부산,(주)마린스텔라,국제산업 물류도시 (1단계)
4013,부산,(주)마이텍,국제산업 물류도시 (1단계)
4014,부산,(주)명현산업,국제산업 물류도시 (1단계)
4015,부산,(주)모노인더스트리,국제산업 물류도시 (1단계)
4016,부산,(주)미래정공,국제산업 물류도시 (1단계)
4017,부산,(주)미래테크,국제산업 물류도시 (1단계)
4018,부산,(주)벤티웰,국제산업 물류도시 (1단계)
4019,부산,(주)보네르,국제산업 물류도시 (1단계)
4020,부산,(주)부강에너지 부강물류,국제산업 물류도시 (1단계)
4021,부산,(주)부강유통,국제산업 물류도시 (1단계)
4022,부산,(주)부림교역,국제산업 물류도시 (1단계)
4023,부산,(주)부산스텐,국제산업 물류도시 (1단계)
4024,부산,(주)부산협동상사,국제산업 물류도시 (1단계)
4025,부산,(주)살렘,국제산업 물류도시 (1단계)
4026,부산,(주)살렘[구. 살렘창호],국제산업 물류도시 (1단계)
4027,부산,(주)삼성냉장,국제산업 물류도시 (1단계)
4028,부산,(주)삼성냉장물류센터,국제산업 물류도시 (1단계)
4029,부산,(주)삼신테크,국제산업 물류도시 (1단계)
4030,부산,(주)삼진금속,국제산업 물류도시 (1단계)
4031,부산,(주)삼화발전기,국제산업 물류도시 (1단계)
4032,부산,(주)서진엠씨에이치,국제산업 물류도시 (1단계)
4033,부산,(주)서한산업,국제산업 물류도시 (1단계)
4034,부산,(주)선우,국제산업 물류도시 (1단계)
4035,부산,(주)성광벤드,국제산업 물류도시 (1단계)
4036,부산,(주)성림,국제산업 물류도시 (1단계)
4037,부산,(주)성일정판,국제산업 물류도시 (1단계)
4038,부산,(주)성창,국제산업 물류도시 (1단계)
4039,부산,(주)성창사,국제산업 물류도시 (1단계)
4040,부산,(주)성홍 부산공장,국제산업 물류도시 (1단계)
4041,부산,(주)세영산업,국제산업 물류도시 (1단계)
4042,부산,(주)세이브에너지,국제산업 물류도시 (1단계)
4043,부산,(주)세이브팩토리,국제산업 물류도시 (1단계)
4044,부산,(주)세진에프에스,국제산업 물류도시 (1단계)
4045,부산,(주)세진이앤드티,국제산업 물류도시 (1단계)
4046,부산,(주)세진이엔이,국제산업 물류도시 (1단계)
4047,부산,(주)센텍기술,국제산업 물류도시 (1단계)
4048,부산,(주)송원하이텍,국제산업 물류도시 (1단계)
4049,부산,(주)송원하이텍 2공장,국제산업 물류도시 (1단계)
4050,부산,(주)스미코,국제산업 물류도시 (1단계)
4051,부산,(주)승건이엔지,국제산업 물류도시 (1단계)
4052,부산,(주)신라금속스틸,국제산업 물류도시 (1단계)
4053,부산,(주)신성피팅,국제산업 물류도시 (1단계)
4054,부산,(주)신풍정공,국제산업 물류도시 (1단계)
4055,부산,(주)신흥테크,국제산업 물류도시 (1단계)
4056,부산,(주)신흥플랜지,국제산업 물류도시 (1단계)
4057,부산,(주)쌍용선재,국제산업 물류도시 (1단계)
4058,부산,(주)씨랜드 (구.에이스산업기계(주)),국제산업 물류도시 (1단계)
4059,부산,(주)아이언맨,국제산업 물류도시 (1단계)
4060,부산,(주)아주피팅,국제산업 물류도시 (1단계)
4061,부산,(주)알파이엔티,국제산업 물류도시 (1단계)
4062,부산,(주)에버텍,국제산업 물류도시 (1단계)
4063,부산,(주)에스더블유그레이팅,국제산업 물류도시 (1단계)
4064,부산,(주)에스비정공,국제산업 물류도시 (1단계)
4065,부산,(주)에스에스엠,국제산업 물류도시 (1단계)
4066,부산,(주)에스티엘,국제산업 물류도시 (1단계)
4067,부산,(주)에이스유니폼,국제산업 물류도시 (1단계)
4068,부산,(주)에이치케이이엔티,국제산업 물류도시 (1단계)
4069,부산,(주)엔케이,국제산업 물류도시 (1단계)
4070,부산,(주)엠제이티,국제산업 물류도시 (1단계)
4071,부산,(주)엠티티,국제산업 물류도시 (1단계)
4072,부산,(주)연일엔지니어링,국제산업 물류도시 (1단계)
4073,부산,(주)영신스틸,국제산업 물류도시 (1단계)
4074,부산,(주)영진하이테크,국제산업 물류도시 (1단계)
4075,부산,(주)오리엔트,국제산업 물류도시 (1단계)
4076,부산,(주)우리테크,국제산업 물류도시 (1단계)
4077,부산,(주)우성이엠씨,국제산업 물류도시 (1단계)
4078,부산,(주)원진얼티메탈,국제산업 물류도시 (1단계)
4079,부산,(주)원진엠앤티,국제산업 물류도시 (1단계)
4080,부산,(주)원케이,국제산업 물류도시 (1단계)
4081,부산,(주)위드엔지니어링,국제산업 물류도시 (1단계)
4082,부산,(주)유니크라미,국제산업 물류도시 (1단계)
4083,부산,(주)유니테크노 제2공장,국제산업 물류도시 (1단계)
4084,부산,(주)육장성특수강,국제산업 물류도시 (1단계)
4085,부산,(주)이노폴,국제산업 물류도시 (1단계)
4086,부산,(주)인더스틸,국제산업 물류도시 (1단계)
4087,부산,(주)일신특장,국제산업 물류도시 (1단계)
4088,부산,(주)자이언엔텍,국제산업 물류도시 (1단계)
4089,부산,(주)재진산업,국제산업 물류도시 (1단계)
4090,부산,(주)전진엔텍,국제산업 물류도시 (1단계)
4091,부산,(주)제이에스엠텍,국제산업 물류도시 (1단계)
4092,부산,(주)제이엔티이엔지,국제산업 물류도시 (1단계)
4093,부산,(주)제일알루미늄,국제산업 물류도시 (1단계)
4094,부산,(주)조양,국제산업 물류도시 (1단계)
4095,부산,(주)중심티엔씨,국제산업 물류도시 (1단계)
4096,부산,(주)중앙자동차해체재활용업,국제산업 물류도시 (1단계)
4097,부산,(주)지비라이트,국제산업 물류도시 (1단계)
4098,부산,(주)지안스틸,국제산업 물류도시 (1단계)
4099,부산,(주)지에스리테일,국제산업 물류도시 (1단계)
4100,부산,(주)지엠텍,국제산업 물류도시 (1단계)
4101,부산,(주)지케이디,국제산업 물류도시 (1단계)
4102,부산,(주)진영금속,국제산업 물류도시 (1단계)
4103,부산,(주)진영에스티 미음공장,국제산업 물류도시 (1단계)
4104,부산,(주)진영코리아,국제산업 물류도시 (1단계)
4105,부산,(주)창성그룹,국제산업 물류도시 (1단계)
4106,부산,(주)케이알스틸,국제산업 물류도시 (1단계)
4107,부산,(주)케이에이엠,국제산업 물류도시 (1단계)
4108,부산,(주)케이에이치브이,국제산업 물류도시 (1단계)
4109,부산,(주)케이엠에프,국제산업 물류도시 (1단계)
4110,부산,(주)케이원 부산지점,국제산업 물류도시 (1단계)
4111,부산,(주)케이제이코리아,국제산업 물류도시 (1단계)
4112,부산,(주)케이필터(K-FILTER),국제산업 물류도시 (1단계)
4113,부산,(주)코레코,국제산업 물류도시 (1단계)
4114,부산,(주)코로나,국제산업 물류도시 (1단계)
4115,부산,(주)태성비철,국제산업 물류도시 (1단계)
4116,부산,(주)태성엔텍,국제산업 물류도시 (1단계)
4117,부산,(주)태우엘티[구. 영남금형기계],국제산업 물류도시 (1단계)
4118,부산,(주)태원기업,국제산업 물류도시 (1단계)
4119,부산,(주)태원하이텍,국제산업 물류도시 (1단계)
4120,부산,(주)태진공조,국제산업 물류도시 (1단계)
4121,부산,(주)태흥엔지니어링,국제산업 물류도시 (1단계)
4122,부산,(주)티에스에스,국제산업 물류도시 (1단계)
4123,부산,(주)티티에스아이,국제산업 물류도시 (1단계)
4124,부산,(주)파인콤,국제산업 물류도시 (1단계)
4125,부산,(주)피엔에스홈즈물류센터,국제산업 물류도시 (1단계)
4126,부산,(주)필터솔루션,국제산업 물류도시 (1단계)
4127,부산,(주)하나정밀공업,국제산업 물류도시 (1단계)
4128,부산,(주)하성,국제산업 물류도시 (1단계)
4129,부산,(주)하영그린텍,국제산업 물류도시 (1단계)
4130,부산,(주)한국석고,국제산업 물류도시 (1단계)
4131,부산,(주)한국에스제이,국제산업 물류도시 (1단계)
4132,부산,(주)한림에스아이엠,국제산업 물류도시 (1단계)
4133,부산,(주)한성엠엔에스,국제산업 물류도시 (1단계)
4134,부산,(주)한영선기,국제산업 물류도시 (1단계)
4135,부산,(주)한일정공,국제산업 물류도시 (1단계)
4136,부산,(주)한창진공,국제산업 물류도시 (1단계)
4137,부산,(주)향상,국제산업 물류도시 (1단계)
4138,부산,(주)현진아이엘,국제산업 물류도시 (1단계)
4139,부산,(주)혜성정밀,국제산업 물류도시 (1단계)
4140,부산,(주)호성,국제산업 물류도시 (1단계)
4141,부산,(주)화성이엔티,국제산업 물류도시 (1단계)
4142,부산,(주)화진피에프,국제산업 물류도시 (1단계)
4143,부산,C.G.T International,국제산업 물류도시 (1단계)
4144,부산,H&T정밀,국제산업 물류도시 (1단계)
4145,부산,Kostec 조선해양(주),국제산업 물류도시 (1단계)
4146,부산,MST,국제산업 물류도시 (1단계)
4147,부산,SR Tech,국제산업 물류도시 (1단계)
4148,부산,ST엔텍,국제산업 물류도시 (1단계)
