구분,기업명,사업자등록번호,등록연도,현행특구,강소특구여부
996,㈜너브바이오사이언스,815-88-02844,2023,부산,
997,워너프코리아㈜,414-81-09010,2023,부산,
998,㈜엑셀리온,449-87-03178,2023,부산,
999,에스엠티솔루션㈜,469-88-02715,2023,부산,
1000,일에이엔㈜,368-87-01546,2023,부산,
1001,엑스에이아이에듀랩스㈜,729-86-02952,2023,부산,
1002,㈜조타코,555-81-02832,2023,부산,
1003,㈜아트텔링테크놀로지,608-86-12885,2023,대덕,
1004,지엠씨㈜,710-81-03364,2023,대덕,
1005,㈜에버,283-86-03246,2023,대덕,
1006,㈜인공광합성연구소,324-87-02642,2023,대덕,
1007,㈜비엠포트,178-81-02727,2023,대덕,
1008,에코트로닉스㈜,534-86-03197,2023,대덕,
1009,㈜엘피테크,288-86-03085,2023,대덕,
1010,오토모비㈜,373-88-03150,2023,대덕,
1011,힐머에너지㈜,437-81-03299,2023,대덕,
1012,㈜앤켓,507-87-02816,2023,대구,
1013,㈜옥산카케어,325-87-01821,2023,대구,
1014,㈜휴마인테크놀로지,510-87-03150,2023,대구,
1015,㈜대림에너지테크,576-88-02629,2023,대구,
1016,㈜티지에프,840-81-02900,2023,대구,
1017,㈜서우기술,684-88-02920,2023,대구,
1018,㈜본젠플러스,112-87-02904,2023,대구,
1019,㈜엘제이솔루션,899-88-02027,2023,대구,
1020,㈜파이로솔루션,459-87-02327,2023,대구,
1021,큐에스㈜,436-81-02792,2023,대구,
1022,㈜잇워즈고트,408-86-17859,2023,대구,
1023,휴먼바이오㈜,658-88-02988,2023,대구,
1024,㈜레일온,260-86-02415,2023,대구,
1025,㈜리본랩,510-87-02317,2023,대구,
1026,티아이랩스㈜,834-88-02660,2023,대구,
1027,쥬니크㈜,808-81-02911,2023,대구,
1028,㈜사운드엣,693-81-03166,2023,광주,
1029,㈜인터엠텍,641-88-03072,2023,광주,
1030,㈜크리에이티브칠,798-81-02671,2023,광주,
1031,㈜인투버스,573-86-02738,2023,광주,
1032,㈜너드그래스,219-86-03231,2023,광주,
1033,㈜제스트이엔지,552-86-02731,2023,광주,
1034,㈜아이브,453-88-03077,2023,광주,
1035,㈜디알큐어,373-87-02042,2023,광주,
1036,㈜에스앤유피,161-81-03238,2023,전북,
1037,㈜크레어,227-88-02824,2023,강소(구미),강소
1038,㈜빵앗간며느리,366-87-02817,2023,전북,
1039,㈜원컴파운딩,165-87-02873,2023,전북,
1040,㈜오뜨리움,522-87-02800,2023,전북,
1041,㈜라이온크랩,232-86-02216,2023,광주,
1042,㈜예승공조,309-88-01957,2023,광주,
1043,㈜제이커버넌트,791-87-03142,2023,강소(천안아산),강소
1044,㈜아이눈,378-88-03102,2023,광주,
1045,㈜세이프어스,512-87-03059,2023,강소(창원),강소
1046,㈜세찬,288-88-02867,2023,강소(포항),강소
1047,㈜웨이브디,889-81-02924,2023,강소(포항),강소
1048,㈜포다스,769-87-03179,2023,강소(포항),강소
1049,㈜제이와이솔루션,260-81-03253,2023,강소(구미),강소
1050,㈜제이엠에너지솔루션,324-81-01656,2023,강소(나주),강소
1051,㈜에이디솔루션,289-81-03031,2023,강소(나주),강소
1052,지엘이앤씨㈜,304-87-02764,2023,강소(김해),강소
1053,㈜뉴헤리티지,365-86-03005,2023,강소(김해),강소
1054,에스엠파머스㈜,705-88-02697,2023,강소(구미),강소
1055,㈜리젠피엔엠,729-81-03145,2023,부산,
1056,㈜알피에스코리아,469-86-02818,2023,부산,
1057,드림파머스㈜,771-81-03296,2023,부산,
1058,㈜이제이워터스,672-81-03140,2023,부산,
1059,㈜닐스,746-87-02798,2024,부산,
1060,㈜티에이에스,218-81-25993,2024,부산,
1061,㈜에스이더블유,145-86-02886,2024,부산,
1062,㈜수랩,648-81-02871,2024,부산,
1063,㈜휴커버리,125-88-02886,2024,부산,
1064,㈜노블머트리얼즈,644-86-02893,2024,강소(천안아산),강소
1065,㈜알티바이오사이언스,848-81-03354,2024,강소(군산),강소
1066,에스유씨엔씨㈜,851-88-03039,2024,강소(인천),강소
1067,엘리타스㈜,680-88-02966,2024,강소(인천),강소
1068,㈜제이더블유시스템즈,432-81-03197,2024,강소(군산),강소
1069,패튼에프티㈜,366-87-02438,2024,강소(울주),강소
1070,닥터일렉㈜,670-81-03014,2024,강소(울주),강소
1071,㈜에스알,350-86-02912,2024,강소(창원),강소
1072,㈜시아,189-86-03129,2024,강소(포항),강소
1073,㈜다다닥헬스케어,676-87-02806,2024,강소(김해),강소
1074,㈜애자일디노브,202-88-03275,2024,강소(김해),강소
1075,㈜윙스,484-88-02844,2024,광주,
1076,㈜풀빅,731-87-03252,2024,광주,
1077,㈜한국소수력발전,110-87-02121,2024,광주,
1078,㈜아우름바이오,895-81-02365,2024,광주,
1079,㈜선우이앤씨,530-88-01911,2024,광주,
1080,㈜에임즈,234-86-03074,2024,대구,
1081,디에스모빌리티㈜,391-81-03130,2024,대구,
1082,㈜트라이벨랩,827-88-00951,2024,대구,
1083,㈜NHR,191-88-02748,2024,대구,
1084,㈜아이엔폴리모,498-88-02862,2024,부산,
1085,㈜엘렉트,827-87-02684,2024,부산,
1086,㈜제이에스피산업,879-87-01880,2024,부산,
1087,카누스㈜,745-88-02832,2024,부산,
1088,서한이노텍㈜,252-86-02938,2024,부산,
1089,퓨리센스㈜,114-88-02931,2024,대덕,
1090,㈜피드바이오,457-87-02786,2024,대덕,
1091,㈜스완로보틱스,472-86-03360,2024,대덕,
1092,새한이솔루션㈜,446-86-03153,2024,강소(창원),강소
1093,㈜엠엠아이코퍼레니션,403-86-03122,2024,강소(진주),강소
1094,㈜에어로썸,634-87-02802,2024,강소(진주),강소
1095,㈜빈체레바이오헬스,492-86-03059,2024,강소(포항),강소
1096,㈜스카이픽,163-88-02345,2024,강소(나주),강소
1097,엔소㈜,272-86-02854,2024,강소(인천),강소
1098,㈜제로원,608-88-02644,2024,강소(청주),강소
1099,㈜두루알앤디,698-87-02636,2024,강소(청주),강소
1100,㈜이이엠씨,872-81-03037,2024,강소(청주),강소
1101,㈜오네스트,693-87-03061,2024,강소(인천),강소
1102,에스비티에너지㈜,475-88-02817,2024,강소(인천),강소
1103,이콘플러스㈜,546-88-02822,2024,강소(인천),강소
1104,케이프랩㈜,604-81-44755,2024,강소(구미),강소
1105,(주)앤에프티씨어터,370-86-02745,2024,강소(구미),강소
1106,㈜코드파빈,565-86-02829,2024,강소(구미),강소
1107,㈜네스트,282-86-03302,2024,강소(구미),강소
1108,㈜바이오바이츠,696-87-03298,2024,강소(춘천),강소
1109,㈜아라에이아이솔루션,752-88-02752,2024,강소(천안아산),강소
1110,㈜이루실,257-81-03596,2024,강소(춘천),강소
1111,㈜파로스그린쉽,633-88-03130,2024,강소(군산),강소
1112,㈜지씨에스크리에이티브,542-81-03397,2024,강소(군산),강소
1113,㈜케이펫,171-88-02292,2024,강소(춘천),강소
1114,퍼즈메디㈜,766-81-02617,2024,강소(춘천),강소
1115,㈜시스메드,832-81-03039,2024,강소(홍릉),강소
1116,㈜이음케미칼,891-81-03474,2024,강소(천안아산),강소
1117,㈜아시안파이시스,580-86-03225,2024,강소(인천),강소
1118,㈜린드,836-87-02484,2024,전북,
1119,㈜아이오이,846-81-02892,2024,전북,
1120,㈜로니랩,138-86-05245,2024,전북,
1121,㈜아이트론,223-81-20781,2024,전북,
1122,㈜헬스엔소울,486-87-03293,2024,전북,
1123,(유)제이엘브리지,691-87-01640,2024,전북,
1124,㈜더블유티피에스,409-87-02962,2024,전북,
1125,㈜호트코퍼레이션,338-81-03269,2024,전북,
1126,㈜에이미라클,652-81-02884,2024,대덕,
1127,㈜브이피소프트,550-81-02050,2024,대덕,
1128,㈜메디키나바이오,539-86-01739,2024,대덕,
1129,㈜일리아스AI,746-81-02985,2024,대덕,
1130,㈜맘트,248-87-02988,2024,강소(홍릉),강소
1131,㈜도원나노피엘에이,597-87-03176,2024,강소(인천),강소
1132,㈜레인아이,411-81-85095,2024,강소(나주),강소
1133,㈜엔프로토콜,451-88-03334,2024,강소(진주),강소
1134,㈜비엔씨일렉트로닉스,339-81-03165,2024,강소(구미),강소
1135,위즈노트에이아이㈜,831-88-03108,2024,강소(구미),강소
1136,㈜라파비,878-87-03003,2024,강소(김해),강소
1137,㈜미뮨테라퓨틱스,189-87-02826,2024,강소(김해),강소
1138,㈜세웅,893-81-02879,2024,광주,
1139,㈜우물과두레박,811-86-03449,2024,전북,
1140,㈜환경자원연구센터,683-86-03015,2024,전북,
1141,㈜한국엠피이,612-87-03214,2024,전북,
1142,(유)하이존바이오,707-81-02864,2024,전북,
1143,㈜한국바이오텍,611-87-02610,2024,전북,
1144,㈜라플라스,511-88-03198,2024 ,대덕,
1145,㈜엘케이로보틱스,391-81-03300,2024 ,대덕,
1146,알이에스㈜,837-87-03297,2024 ,대덕,
1147,㈜이유텍,673-86-02931,2024 ,강소(창원),강소
1148,㈜인섹트이노텍,143-87-02136,2024 ,강소(울주),강소
1149,한국전지안전㈜,749-87-03137,2024 ,강소(울주),강소
1150,㈜아이메타에이아이,644-87-02890,2024 ,강소(구미),강소
1151,알엠이디㈜,179-86-03592,2024 ,대구,
1152,㈜머쉬로직,424-86-02436,2024 ,대구,
1153,㈜에이제이바이오,216-81-43845,2024 ,대구,
1154,휴먼앤바이오㈜,156-87-02108,2024 ,광주,
1155,㈜샘,895-81-02308,2024 ,강소(창원),강소
1156,㈜테스프,331-81-02876,2024 ,강소(구미),강소
1157,㈜로챗,877-87-03204,2024 ,강소(구미),강소
1158,㈜제로에너지솔루션,208-81-32084,2024 ,강소(김해),강소
1159,㈜수랩,159-87-03237,2024 ,강소(천안아산),강소
1160,㈜딜렉,153-87-02768,2024 ,강소(천안아산),강소
1161,㈜이에스디에너지,488-88-03035,2024 ,강소(인천),강소
1162,㈜뱃블러드코리아,707-87-03282,2024 ,전북,
1163,제이에듀엔터㈜,790-87-02704,2024 ,전북,
1164,그린융합㈜,633-88-02830,2024 ,전북,
1165,농업회사법인넥스트리㈜,347-81-03093,2024 ,광주,
1166,피피텍코리아㈜,579-87-02922,2024 ,광주,
1167,옵토시아㈜,541-87-02062,2024 ,광주,
1168,와이드텍㈜,507-88-02924,2024 ,광주,
1169,㈜나노글리아,520-86-01389,2024 ,대덕,
1170,이스트시드㈜,667-81-02722,2024 ,대덕,
1171,㈜컬리넌코퍼레이션,641-81-02981,2024 ,대덕,
1172,㈜엠씨티,433-86-03633,2024 ,대덕,
1173,㈜엠오아이,592-87-03040,2024 ,강소(진주),강소
1174,㈜휴온텍,391-81-03445,2024 ,강소(진주),강소
1175,㈜에코에스엠,364-88-03141,2024 ,강소(포항),강소
1176,㈜솔루트,286-86-03186,2024 ,강소(나주),강소
1177,㈜에스이투메터리얼,856-81-03054,2024 ,강소(나주),강소
1178,㈜덴탈비전,287-81-01527,2024 ,강소(안산),강소
1179,㈜맥스,398-81-03223,2024 ,강소(천안아산),강소
1180,㈜세종,360-81-03359,2024 ,강소(군산),강소
1181,㈜지에스에코,205-81-44373,2024 ,강소(군산),강소
1182,더파운틴코리아㈜,143-81-35294,2024 ,강소(군산),강소
1183,㈜디엔지니어,796-81-03320,2024 ,강소(천안아산),강소
1184,㈜엔지노바,233-87-03404,2024 ,강소(천안아산),강소
1185,㈜에스엔엠테크,151-81-03736,2024 ,강소(천안아산),강소
1186,㈜송천,762-87-03260,2024 ,강소(군산),강소
1187,케이씨아이㈜,779-87-02328,2024 ,강소(안산),강소
1188,화가장㈜,631-87-02462,2024 ,강소(천안아산),강소
1189,에코스에프엠㈜,165-81-03322,2024 ,강소(천안아산),강소
1190,㈜케이티에스,234-81-06829,2024 ,강소(천안아산),강소
1191,㈜대유테크,140-81-53750,2024 ,강소(천안아산),강소
1192,㈜원셀에스바이오,645-81-03172,2024 ,강소(홍릉),강소
1193,㈜스피치툴스,482-87-02079,2024 ,강소(안산),강소
1194,㈜씨엘피솔루션,417-88-03130,2024 ,강소(안산),강소
1195,우성테크놀러지㈜,539-81-02596,2024 ,강소(안산),강소
1196,제이앤스마트㈜,180-87-02659,2024 ,강소(안산),강소
1197,㈜메디프리즘,145-88-02920,2024 ,강소(홍릉),강소
1198,㈜한별로보틱스,382-87-02731,2024 ,강소(군산),강소
1199,피엔케이비에이치㈜,307-88-03279,2024 ,강소(춘천),강소
1200,셀모티브㈜,696-88-02302,2024 ,강소(춘천),강소
1201,㈜콘크리트피더블유,236-88-03244,2024 ,부산,
1202,㈜블루드라이브,550-81-03312,2024 ,부산,
1203,㈜이노에이블랩,420-88-02743,2024 ,부산,
1204,㈜주안이노텍,781-88-03308,2024 ,부산,
1205,㈜제이케이아이앤씨,644-87-02022,2024 ,부산,
1206,㈜자은테크놀로지,860-88-03033,2024 ,부산,
1207,㈜와이시스랩,745-87-03116,2024 ,부산,
1208,㈜글리고핏,864-81-03375,2024 ,부산,
1209,㈜세인트케이알,473-87-02890,2024 ,부산,
1210,㈜피앤테크,605-86-35502,2024 ,부산,
1211,유엔아이㈜,793-81-03641,2024 ,대덕,
1212,㈜인피니티랩스,762-86-03114,2024 ,대덕,
1213,㈜엘씨비티,365-88-03047,2024 ,대덕,
1214,㈜폴리솔루션테크,522-86-03520,2024 ,대덕,
1215,㈜더포스트미트,251-87-03305,2024 ,대덕,
1216,㈜케이앤솔루션,261-86-03547,2024 ,대덕,
1217,㈜뉴로마인,831-87-02645,2024 ,대덕,
1218,㈜프랙사이,790-81-03526,2024 ,대덕,
1219,㈜에스엘드림,182-87-02562,2024 ,대덕,
1220,㈜비상테크,612-86-03274,2024 ,대덕,
1221,㈜티핑포인트,424-87-03392,2024 ,대덕,
1222,㈜에이아이세스,201-86-12200,2024 ,대덕,
1223,㈜헬로에이아이,195-86-03328,2024 ,대덕,
1224,㈜에스오엑스,353-86-01149,2024 ,대덕,
1225,㈜에스엠하엘,497-87-03594,2024 ,대덕,
1226,㈜씨에이씨,685-87-03376,2024 ,대덕,
1227,에스웰딩㈜,190-87-03499,2024 ,대덕,
1228,㈜지피티,818-81-03182,2024 ,대덕,
1229,㈜코어테크,614-88-03008,2024 ,대덕,
1230,㈜하티스디랩,651-81-03430,2024 ,대덕,
1231,원동이노베이션㈜,584-81-03431,2024 ,강소(진주),강소
1232,㈜퓨쳐팩토리,760-86-03535,2024 ,강소(포항),강소
1233,에이치메딕기어㈜,135-87-03207,2024 ,강소(포항),강소
1234,㈜덱스테크놀로지,625-88-03352,2024 ,강소(포항),강소
1235,㈜애니에이블,435-86-02931,2024 ,강소(창원),강소
1236,㈜샤이닝마블,650-86-02904,2024 ,강소(포항),강소
1237,㈜코리아레카,848-87-02584,2024 ,강소(구미),강소
1238,㈜코드체인지,850-86-03347,2024 ,강소(구미),강소
1239,㈜원로보틱스,762-87-03300,2024 ,강소(구미),강소
1240,㈜데이터투에너지,333-86-02955,2024 ,강소(나주),강소
1241,㈜에이케이파워,323-87-03177,2024 ,강소(나주),강소
1242,㈜아이씨온,687-81-03778,2024 ,강소(김해),강소
1243,플렉스크래프트㈜,472-86-03564,2024 ,강소(울주),강소
1244,에프엠브이,853-87-01802,2024 ,강소(울주),강소
1245,㈜딥아이,336-88-02676,2024 ,강소(울주),강소
1246,㈜오투바이오,563-86-02973,2024 ,강소(김해),강소
1247,㈜네트코리아,709-86-02394,2024 ,광주,
1248,폴튼㈜,150-87-02925,2024 ,광주,
1249,㈜한라홀딩스,750-86-02034,2024 ,광주,
1250,㈜제이에스하이테크,325-88-02036,2024 ,광주,
1251,㈜리스템바이오,268-81-03577,2024 ,광주,
1252,㈜케이엔유데이터사이언스연구소,314-87-02460,2024 ,대구,
1253,엔투에이치㈜,251-81-03579,2024 ,대구,
1254,㈜브레니아,196-88-03311,2024 ,대구,
1255,㈜큐아이,597-86-02845,2024 ,대구,
1256,㈜케어랩,217-86-03365,2024 ,대구,
1257,㈜비트윈,541-87-03343,2024 ,대구,
1258,㈜모파스,358-87-03095,2024 ,대구,
1259,㈜레이온,755-81-03033,2024 ,대구,
1260,㈜텍스트로닉스,778-88-03035,2024 ,대구,
1261,바실리㈜,111-87-03292,2024 ,대구,
1262,메스텔㈜,725-86-03298,2024 ,대구,
1263,㈜크림오프,514-87-03021,2024 ,대구,
1264,㈜리브온,271-86-03205,2024 ,대구,
1265,㈜더마센트릭바이오,855-86-03721,2024 ,대구,
1266,㈜에스메드,331-81-03045,2024 ,대구,
1267,㈜비전코어,255-81-03284,2024 ,대구,
1268,㈜이알에프,564-81-02613,2024 ,광주,
1269,에이어블㈜,580-86-03389,2024 ,광주,
1270,㈜오닉스,892-81-03180,2024 ,전북,
1271,㈜메타플라,423-81-03723,2024 ,전북,
1272,㈜엔피씨젠,795-87-02960,2024 ,전북,
1273,㈜마샬랩,485-87-03437,2024 ,전북,
1274,㈜씨코어,208-86-02213,2024 ,전북,
1275,다른오름농업회사법인(주),812-81-02512,2024 ,전북,
1276,㈜피치랩,245-81-03195,2024 ,전북,
1277,노원비하인드㈜,587-86-03207,2024 ,강소(나주),강소
1278,㈜셀슈어테크놀로지,424-81-03371,2024 ,강소(나주),강소
1279,㈜디버스,423-81-03591,2024 ,강소(구미),강소
1280,㈜모빌리티랩,335-86-03682,2024 ,강소(창원),강소
1281,㈜루시투앤,415-88-00985,2024 ,강소(울주),강소
1282,㈜씨테크랩스,792-88-03351,2024 ,강소(청주),강소
1283,㈜뉴로타지,860-86-03422,2024 ,강소(홍릉),강소
1284,마일스톤헬스케어(주),304-87-02537,2024 ,강소(홍릉),강소
1285,인투브이에스㈜,333-87-03418,2024 ,강소(춘천),강소
1286,㈜플로라토피아,760-88-03183,2025 ,광주,
1287,에이아이씨엔티㈜,604-81-44925,2025 ,광주,
1288,㈜엑스알에이아이,771-87-02154,2025 ,광주,
1289,㈜웨이브랩,601-87-03311,2025 ,부산,
1290,㈜제이에이치바이오팜,266-81-03853,2025 ,부산,
1291,㈜비엔비솔루션,804-86-03306,2025 ,부산,
1292,㈜로이브,748-81-03597,2025 ,부산,
1293,㈜엘파워,725-86-03323,2025 ,부산,
1294,㈜브라잇홈,683-87-03083,2025 ,대덕,
1295,㈜유진기술,399-81-00608,2025 ,대덕,
1296,㈜에이브람스,516-86-02939,2025 ,대덕,
1297,㈜에스아이에스센서,227-86-03116,2025 ,대덕,
1298,㈜드림즈,519-81-02665,2025 ,대덕,
1299,㈜큐로텍,283-86-03377,2025 ,전북,
1300,㈜파워투팜스,435-87-02898,2025 ,전북,
1301,페트로테크㈜,692-81-03144,2025 ,전북,
1302,㈜흰구름마을,459-88-03075,2025 ,전북,
1303,㈜옥타알앤디,842-88-03369,2025 ,전북,
1304,㈜아이트,218-85-05618,2025 ,전북,
1305,㈜아크로파마,634-86-03139,2025 ,광주,
1306,㈜씨에이치와이,833-81-03880,2025 ,광주,
1307,㈜대한몰드,101-86-58186,2025 ,광주,
1308,㈜리젠테크,566-86-01269,2025 ,광주,
1309,㈜케이제이테크,301-87-02391,2025 ,전북,
1310,㈜헤스피마린,680-87-00700,2025 ,부산,
1311,㈜그람,499-87-02155,2025 ,부산,
1312,㈜윤담,692-87-03393,2025 ,부산,
1313,벨렌텍㈜,662-86-03395,2025 ,강소(김해),강소
1314,㈜파인디엑스,192-88-03279,2025 ,강소(김해),강소
1315,㈜다이폴라랩,850-81-01776,2025 ,강소(울주),강소
1316,㈜다미엑스,158-81-03718,2025 ,강소(울주),강소
1317,㈜비알지,470-88-02603,2025 ,강소(구미),강소
1318,매쓰인사이트㈜,887-81-03780,2025 ,강소(구미),강소
1319,㈜블루테라,534-87-03592,2025 ,강소(구미),강소
1320,㈜스터닝박스,373-86-03122,2025 ,강소(구미),강소
1321,㈜웬스,728-81-03012,2025 ,강소(구미),강소
1322,㈜하우앳,301-81-80264,2025 ,강소(청주),강소
1323,골든트라이앵글㈜,583-81-02588,2025 ,강소(군산),강소
1324,㈜플랜잇,841-88-03560,2025 ,강소(인천),강소
1325,㈜이솔바이오솔루션,122-87-03287,2025 ,강소(인천),강소
1326,㈜에이원 커뮤니케이션 코리아,732-86-02297,2025 ,광주,
1327,㈜이루프케미칼,829-87-03170,2025 ,전북,
1328,㈜아이코닉라이트,162-88-03400,2025 ,전북,
1329,㈜제이앤에이치바이오테크,104-87-03561,2025 ,전북,
1330,㈜제이와이바이오,881-81-03588,2025 ,전북,
1331,㈜더센텍,738-88-02227,2025 ,대덕,
1332,㈜웨이브샤인테크,455-88-03490,2025 ,대덕,
1333,㈜비에이티파트너스,238-81-00943,2025 ,대덕,
1334,㈜에이치솔루션즈,648-81-02828,2025 ,대덕,
1335,㈜다인테크,361-86-02644,2025 ,대덕,
1336,㈜코트랩,351-81-02604,2025 ,대덕,
1337,지엔에스㈜,212-86-16899,2025 ,강소(울주),강소
1338,㈜이스페이스,631-87-03476,2025 ,강소(진주),강소
1339,㈜퓨리센,392-88-03414,2025 ,전북,
1340,액시움㈜,406-88-03144,2025 ,전북,
1341,㈜디멧,184-87-03378,2025 ,대덕,
1342,㈜제노센스,363-86-03431,2025 ,대덕,
1343,㈜비범솔루션,753-87-02160,2025 ,대덕,
1344,㈜제닉스바이오,149-86-03645,2025 ,전북,
1345,㈜엔비오테크,549-87-03352,2025 ,전북,
1346,㈜더프롬,107-88-44627,2025 ,광주,
1347,㈜비욘드로봇,756-88-03113,2025 ,강소(천안아산),강소
1348,펜타리스 주식회사,169-86-03601,2025 ,부산,
